CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;terrain;labo;labo;labo;labo;calc;calc
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TEMP_XX;DOXY;OXY_XX;Q_OXY;TEMP_RT;Q_TEMP_RT;SSAL_BS;Q_SSAL;QCFF;N_P;N_Si
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(ml/l);(ml/l);((none));(celsius);((none));(g/kg);((none));((none));((none));((none))
NED2005027_1;MFD_SETNO1;44.32031;63.292183;273812;122;27-jun-05;23:58:08;32.676;3.746;5.7895;5.7895;1;3.746;1;32.676;1;0;NaN;NaN
NED2005027_3;MFD_SETNO3;44.370667;61.393333;273814;198;28-jun-05;09:42:17;34.006;7.434;3.6857;3.6857;1;7.434;1;34.006;1;0;NaN;NaN
NED2005027_4;MFD_SETNO4;44.462952;60.900708;273815;80;28-jun-05;13:09:10;6.7286;7.079;6.8919;6.8919;1;7.079;1;6.7286;1;0;NaN;NaN
NED2005027_8;MFD_SETNO8;44.160167;60.687167;273819;47;28-jun-05;21:41:26;6.8346;7.0479;6.5527;6.5527;1;7.0479;1;6.8346;1;0;NaN;NaN
NED2005027_9;MFD_SETNO9;44.16;60.789667;273820;21;28-jun-05;23:15:30;6.4605;7.0159;7.3155;7.3155;1;7.0159;1;6.4605;1;0;NaN;NaN
NED2005027_10;MFD_SETNO10;44.080747;61.11214;273821;57;29-jun-05;01:28:11;32.414;4.864;6.2682;6.2682;1;4.864;1;32.414;1;0;NaN;NaN
NED2005027_13;MFD_SETNO13;43.7415;60.651833;273824;60;29-jun-05;09:14:59;33.065;5.896;5.9813;5.9813;1;5.896;1;33.065;1;0;NaN;NaN
NED2005027_14;MFD_SETNO14;43.543147;60.711673;273825;63;29-jun-05;10:46:08;32.686;5.44;6.2389;6.2389;1;5.44;1;32.686;1;0;NaN;NaN
NED2005027_15;MFD_SETNO15;43.582;60.959833;273826;63;29-jun-05;12:46:19;32.762;6.246;6.2811;6.2811;1;6.246;1;32.762;1;0;NaN;NaN
NED2005027_19;MFD_SETNO19;43.439667;61.664833;273830;70;29-jun-05;22:18:40;33.046;5.71;6.2287;6.2287;1;5.71;1;33.046;1;0;NaN;NaN
NED2005027_20;MFD_SETNO20;43.685333;61.981402;273831;94;30-jun-05;01:19:37;33.581;6.27;5.393;5.393;1;6.27;1;33.581;1;0;NaN;NaN
NED2005027_21;MFD_SETNO21;43.6205;61.999833;273832;94;30-jun-05;03:12:20;33.511;6.25;5.4565;5.4565;1;6.25;1;33.511;1;0;NaN;NaN
NED2005027_22;MFD_SETNO22;43.42254;62.147753;273833;102;30-jun-05;04:56:02;33.946;7.372;5.2479;5.2479;1;7.372;1;33.946;1;0;NaN;NaN
NED2005027_23;MFD_SETNO23;43.291373;62.08646;273834;91;30-jun-05;07:22:18;33.814;7.267;5.4853;5.4853;1;7.267;1;33.814;1;0;NaN;NaN
NED2005027_24;MFD_SETNO24;43.289743;62.257418;273835;88;30-jun-05;09:11:23;33.657;6.474;5.3153;5.3153;1;6.474;1;33.657;1;0;NaN;NaN
NED2005027_25;MFD_SETNO25;43.209597;62.3832;273836;91;30-jun-05;10:48:34;33.658;6.463;5.4359;5.4359;1;6.463;1;33.658;1;0;NaN;NaN
NED2005027_26;MFD_SETNO26;43.278333;62.619;273837;89;30-jun-05;12:39:03;33.471;6.407;5.4344;5.4344;1;6.407;1;33.471;1;0;NaN;NaN
NED2005027_27;MFD_SETNO27;43.253833;62.824167;273838;100;30-jun-05;14:17:29;33.946;7.313;5.0782;5.0782;1;7.313;1;33.946;1;0;NaN;NaN
NED2005027_28;MFD_SETNO28;42.928545;62.883973;273839;122;30-jun-05;16:53:37;34.379;8.473;4.7669;4.7669;1;8.473;1;34.379;1;0;NaN;NaN
NED2005027_29;MFD_SETNO29;43.379917;62.94383;273840;100;30-jun-05;20:03:06;34.147;8.115;4.7691;4.7691;1;8.115;1;34.147;1;0;NaN;NaN
NED2005027_30;MFD_SETNO30;43.499885;62.636338;273841;97;01-jul-05;00:53:53;33.611;6.612;5.1869;5.1869;1;6.612;1;33.611;1;0;NaN;NaN
NED2005027_31;MFD_SETNO31;43.834458;62.53057;0;5;01-jul-05;03:35:30;6.4016;6.6992;6.3158;6.3158;1;6.6992;1;6.4016;1;0;NaN;NaN
NED2005027_31;MFD_SETNO31;43.834458;62.53057;273842;157;01-jul-05;03:35:30;6.4858;6.2583;6.9173;6.9173;1;6.2583;1;6.4858;1;0;NaN;NaN
