CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo;calc;calc
NED2003003_42;MFD_SETNO42;44.059833;58.450333;256838;5;12-mar-03;14:08:36;34.875;5.756;3.3537;0.0259355371900827;1;34.873;7;4.969;7;768;NaN;NaN
NED2003003_42;MFD_SETNO42;44.059833;58.450333;256837;25;12-mar-03;14:08:36;32.406;-0.772;4.5647;1.41859534710744;1;32.404;7;8.54;7;768;NaN;NaN
NED2003003_42;MFD_SETNO42;44.059833;58.450333;256836;50;12-mar-03;14:08:36;32.466;-0.708;4.652;1.12988624380165;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_42;MFD_SETNO42;44.059833;58.450333;256835;351;12-mar-03;14:08:36;32.507;-0.64;4.688;1.3259232892562;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_43;MFD_SETNO43;43.992;58.600333;256842;5;12-mar-03;16:03:17;34.772;7.183;3.4216;0.0220452066115702;1;34.753;7;4.5355;7;768;NaN;NaN
NED2003003_43;MFD_SETNO43;43.992;58.600333;256841;25;12-mar-03;16:03:17;32.579;-0.527;4.5676;0.948382231404959;1;32.582;7;8.4545;7;768;NaN;NaN
NED2003003_43;MFD_SETNO43;43.992;58.600333;256840;50;12-mar-03;16:03:17;32.588;-0.512;4.666;1.02792396694215;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_43;MFD_SETNO43;43.992;58.600333;256839;206;12-mar-03;16:03:17;32.594;-0.501;4.7085;0.988764958677686;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_44;MFD_SETNO44;43.772667;59.128;256846;5;12-mar-03;19:49:47;33.247;2.862;4.3857;0.148818842975207;1;33.245;1;7.127;7;256;NaN;NaN
NED2003003_44;MFD_SETNO44;43.772667;59.128;256845;25;12-mar-03;19:49:47;32.56;-0.335;4.4998;1.3900808677686;1;32.553;1;8.4105;7;256;NaN;NaN
NED2003003_44;MFD_SETNO44;43.772667;59.128;256844;50;12-mar-03;19:49:47;32.564;-0.367;4.6896;1.56829636363636;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_44;MFD_SETNO44;43.772667;59.128;256843;119;12-mar-03;19:49:47;32.599;-0.448;4.7125;0.891077479338843;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_45;MFD_SETNO45;44.211833;59.336333;256850;5;12-mar-03;23:34:41;34.782;5.54;3.4572;1.3900808677686;1;NaN;9;6.923;7;256;NaN;NaN
NED2003003_45;MFD_SETNO45;44.211833;59.336333;256849;25;12-mar-03;23:34:41;32.213;0.005;4.4862;1.3900808677686;1;32.214;1;8.524;7;256;NaN;NaN
NED2003003_45;MFD_SETNO45;44.211833;59.336333;256848;50;12-mar-03;23:34:41;32.243;-0.185;4.6085;1.85344115702479;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_45;MFD_SETNO45;44.211833;59.336333;256847;250;12-mar-03;23:34:41;32.528;-0.363;4.6494;1.4613670661157;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_46;MFD_SETNO46;44.2855;59.202667;256854;5;13-mar-03;02:12:19;34.039;5.558;3.7591;0.0992125619834711;1;34.056;1;5.8735;7;256;NaN;NaN
NED2003003_46;MFD_SETNO46;44.2855;59.202667;256853;25;13-mar-03;02:12:19;32.225;-0.063;4.5411;NaN;9;NaN;9;NaN;9;0;NaN;NaN
NED2003003_46;MFD_SETNO46;44.2855;59.202667;256852;50;13-mar-03;02:12:19;32.292;-0.337;4.5988;1.9247273553719;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_46;MFD_SETNO46;44.2855;59.202667;256851;177;13-mar-03;02:12:19;32.368;-0.573;4.6412;2.49501694214876;1;32.377;1;NaN;9;0;NaN;NaN
NED2003003_47;MFD_SETNO47;44.404333;58.769;256858;5;13-mar-03;05:01:26;32.238;-0.807;4.5312;0.962363677685951;1;32.239;1;8.65;7;256;NaN;NaN
NED2003003_47;MFD_SETNO47;44.404333;58.769;256857;25;13-mar-03;05:01:26;32.215;-0.383;4.2907;1.42572396694215;1;32.198;1;8.662;7;256;NaN;NaN
NED2003003_47;MFD_SETNO47;44.404333;58.769;256856;50;13-mar-03;05:01:26;32.219;-0.409;4.5026;1.3900808677686;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_47;MFD_SETNO47;44.404333;58.769;256855;64;13-mar-03;05:01:26;32.222;-0.399;4.5624;1.21186537190083;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_48;MFD_SETNO48;44.405667;59.011167;256862;5;13-mar-03;06:48:55;32.198;-0.626;4.6789;0.867187561983471;1;32.199;1;8.525;7;256;NaN;NaN
NED2003003_48;MFD_SETNO48;44.405667;59.011167;256861;25;13-mar-03;06:48:55;32.175;-0.81;4.6467;1.78215495867769;1;32.179;1;8.7915;7;256;NaN;NaN
NED2003003_48;MFD_SETNO48;44.405667;59.011167;256860;50;13-mar-03;06:48:55;32.195;-0.811;4.4876;1.67522566115702;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_48;MFD_SETNO48;44.405667;59.011167;256859;62;13-mar-03;06:48:55;32.234;-0.81;4.5223;0.926720578512397;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_49;MFD_SETNO49;44.401;59.252;256866;5;13-mar-03;08:44:44;32.627;0.966;4.6141;0.367115702479339;1;32.627;1;7.9625;7;256;NaN;NaN
NED2003003_49;MFD_SETNO49;44.401;59.252;256865;25;13-mar-03;08:44:44;32.156;-0.696;4.4537;NaN;9;NaN;9;NaN;9;0;NaN;NaN
NED2003003_49;MFD_SETNO49;44.401;59.252;256864;50;13-mar-03;08:44:44;32.161;-0.669;4.6297;1.03364987603306;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_49;MFD_SETNO49;44.401;59.252;256863;103;13-mar-03;08:44:44;32.186;-0.636;4.6791;1.10493607438017;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_50;MFD_SETNO50;44.411333;59.412667;256870;5;13-mar-03;10:29:33;33.683;4.807;4.1301;0.131102314049587;1;33.678;1;6.415;7;256;NaN;NaN
NED2003003_50;MFD_SETNO50;44.411333;59.412667;256869;25;13-mar-03;10:29:33;32.038;0.469;4.8709;0.851708429752066;1;32.041;1;8.001;7;256;NaN;NaN
NED2003003_50;MFD_SETNO50;44.411333;59.412667;256868;50;13-mar-03;10:29:33;32.048;0.308;4.916;0.80887826446281;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_50;MFD_SETNO50;44.411333;59.412667;256867;137;13-mar-03;10:29:33;32.06;0.209;4.942;0.652242231404959;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_51;MFD_SETNO51;44.297;59.440167;256874;5;13-mar-03;12:22:04;34.436;5.863;3.556;0.0814960330578512;1;34.404;7;5.28;7;768;NaN;NaN
NED2003003_51;MFD_SETNO51;44.297;59.440167;256873;25;13-mar-03;12:22:04;32.151;-0.473;4.579;1.3900808677686;1;32.16;7;8.606;7;768;NaN;NaN
NED2003003_51;MFD_SETNO51;44.297;59.440167;256872;50;13-mar-03;12:22:04;32.197;-0.244;4.6464;1.74651185950413;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_51;MFD_SETNO51;44.297;59.440167;256871;225;13-mar-03;12:22:04;32.319;-0.57;4.6529;1.4613670661157;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_52;MFD_SETNO52;44.233167;59.616167;256878;5;13-mar-03;14:41:20;34.139;5.257;3.5456;0.0885826446280992;1;34.135;1;5.6265;7;256;NaN;NaN
NED2003003_52;MFD_SETNO52;44.233167;59.616167;256877;25;13-mar-03;14:41:20;32.29;-0.517;4.6481;1.96037045454545;1;32.266;1;8.7165;7;256;NaN;NaN
NED2003003_52;MFD_SETNO52;44.233167;59.616167;256876;50;13-mar-03;14:41:20;32.309;-0.544;4.7128;2.63955276859504;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_52;MFD_SETNO52;44.233167;59.616167;256875;226;13-mar-03;14:41:20;32.452;-0.44;4.7194;1.81779805785124;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_54;MFD_SETNO54;44.100833;59.9545;256882;5;13-mar-03;18:18:42;32.201;0.156;4.5097;1.31879466942149;1;32.203;1;8.297;7;256;NaN;NaN
NED2003003_54;MFD_SETNO54;44.100833;59.9545;256881;25;13-mar-03;18:18:42;32.015;-0.793;4.5837;1.39008086776859;1;32.017;1;8.6255;7;256;NaN;NaN
NED2003003_54;MFD_SETNO54;44.100833;59.9545;256880;50;13-mar-03;18:18:42;32.017;-0.809;4.6482;1.42572396694215;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_54;MFD_SETNO54;44.100833;59.9545;256879;68;13-mar-03;18:18:42;32.244;-0.159;4.7074;1.99601355371901;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_55;MFD_SETNO55;44.275167;60.087333;256886;5;13-mar-03;20:31:33;33.687;4.261;3.9832;0.0956692561983471;1;33.658;1;6.144;7;256;NaN;NaN
NED2003003_55;MFD_SETNO55;44.275167;60.087333;256885;25;13-mar-03;20:31:33;32.079;-0.251;4.3339;1.21186537190083;1;32.082;1;8.557;7;256;NaN;NaN
NED2003003_55;MFD_SETNO55;44.275167;60.087333;256884;50;13-mar-03;20:31:33;32.095;-0.174;4.5052;2.10294285123967;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_55;MFD_SETNO55;44.275167;60.087333;256883;127;13-mar-03;20:31:33;32.139;-0.006;4.5546;1.28315157024793;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_56;MFD_SETNO56;44.452833;60.123167;256890;5;13-mar-03;22:33:28;33.21;2.993;4.2713;0.155905454545455;1;33.204;1;6.866;7;256;NaN;NaN
NED2003003_56;MFD_SETNO56;44.452833;60.123167;256889;25;13-mar-03;22:33:28;32.109;-0.247;3.6492;1.03364987603306;1;32.109;1;8.548;7;256;NaN;NaN
NED2003003_56;MFD_SETNO56;44.452833;60.123167;256888;50;13-mar-03;22:33:28;32.204;-0.241;4.7333;0.778321818181818;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_56;MFD_SETNO56;44.452833;60.123167;256887;113;13-mar-03;22:33:28;32.374;-0.088;4.75;0.962363677685951;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_57;MFD_SETNO57;44.295667;60.258167;256894;5;14-mar-03;00:46:53;33.448;3.707;3.967;0.0673228099173554;1;33.435;1;6.206;7;256;NaN;NaN
NED2003003_57;MFD_SETNO57;44.295667;60.258167;256893;25;14-mar-03;00:46:53;31.991;-0.539;4.5908;0.866119090909091;1;31.993;1;8.568;7;256;NaN;NaN
NED2003003_57;MFD_SETNO57;44.295667;60.258167;256892;50;14-mar-03;00:46:53;32.003;-0.522;4.7147;0.734231404958678;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_57;MFD_SETNO57;44.295667;60.258167;256891;141;14-mar-03;00:46:53;32.113;-0.517;4.7289;0.962363677685951;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_58;MFD_SETNO58;44.165667;60.267667;256898;5;14-mar-03;02:57:25;33.54;3.907;3.7725;0.0744094214876033;1;33.538;1;6.167;7;256;NaN;NaN
NED2003003_58;MFD_SETNO58;44.165667;60.267667;256897;25;14-mar-03;02:57:25;32.035;-0.54;4.5174;NaN;9;NaN;9;NaN;9;0;NaN;NaN
NED2003003_58;MFD_SETNO58;44.165667;60.267667;256896;50;14-mar-03;02:57:25;32.039;-0.583;4.6276;0.758705785123967;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_58;MFD_SETNO58;44.165667;60.267667;256895;163;14-mar-03;02:57:25;32.054;-0.575;4.6543;0.807070082644628;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_59;MFD_SETNO59;44.268833;60.552167;256902;5;14-mar-03;05:05:09;32.736;2.007;4.1104;0.0921259504132231;1;32.704;1;7.2715;7;256;NaN;NaN
NED2003003_59;MFD_SETNO59;44.268833;60.552167;256901;25;14-mar-03;05:05:09;32.045;-0.524;4.357;NaN;9;NaN;9;NaN;9;0;NaN;NaN
NED2003003_59;MFD_SETNO59;44.268833;60.552167;256900;50;14-mar-03;05:05:09;32.049;-0.419;4.5525;0.879424752066116;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_59;MFD_SETNO59;44.268833;60.552167;256899;131;14-mar-03;05:05:09;32.116;-0.204;4.6095;0.962363677685951;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_60;MFD_SETNO60;44.2786;60.9673;256903;5;14-mar-03;08:15:00;32.12;-1.436;4.6703;0.728112809917355;1;NaN;9;8.5465;7;256;NaN;NaN
NED2003003_60;MFD_SETNO60;44.2786;60.9673;256904;25;14-mar-03;08:15:00;31.577;-1.451;4.6187;0.807654545454546;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_60;MFD_SETNO60;44.2786;60.9673;256905;50;14-mar-03;08:15:00;31.573;-1.456;2.409;0.801535950413223;1;31.575;1;8.569;7;256;NaN;NaN
NED2003003_60;MFD_SETNO60;44.2786;60.9673;256906;77;14-mar-03;08:15:00;NaN;NaN;NaN;0.200324628099174;1;33.022;1;6.5915;1;0;NaN;NaN
NED2003003_61;MFD_SETNO61;44.166;61.182167;256910;5;14-mar-03;10:11:03;33.633;6.902;4.2178;0.391590082644628;1;33.575;1;5.6525;7;256;NaN;NaN
NED2003003_61;MFD_SETNO61;44.166;61.182167;256909;25;14-mar-03;10:11:03;NaN;NaN;NaN;1.99601355371901;1;32.042;1;8.5475;1;0;NaN;NaN
NED2003003_61;MFD_SETNO61;44.166;61.182167;256908;50;14-mar-03;10:11:03;NaN;NaN;NaN;1.53265326446281;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_61;MFD_SETNO61;44.166;61.182167;256907;73;14-mar-03;10:11:03;NaN;NaN;NaN;1.10493607438017;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_62;MFD_SETNO62;43.997167;61.652;256914;5;14-mar-03;13:02:49;33.565;6.393;4.0167;1.49701016528926;1;33.561;1;6.232;7;256;NaN;NaN
NED2003003_62;MFD_SETNO62;43.997167;61.652;256913;25;14-mar-03;13:02:49;31.96;0.467;4.5262;2.35244454545455;1;31.96;1;8.253;7;256;NaN;NaN
NED2003003_62;MFD_SETNO62;43.997167;61.652;256912;50;14-mar-03;13:02:49;31.961;0.49;4.6668;2.03165665289256;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_62;MFD_SETNO62;43.997167;61.652;256911;85;14-mar-03;13:02:49;32.202;1.929;4.7746;2.81409710743802;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_63;MFD_SETNO63;43.9185;61.4185;256918;5;14-mar-03;15:00:19;32.266;1.964;4.7573;7.87947190082645;1;32.258;1;8.3135;7;256;NaN;NaN
NED2003003_63;MFD_SETNO63;43.9185;61.4185;256916;25;14-mar-03;15:00:19;32.329;1.987;4.6511;6.97896082644628;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_63;MFD_SETNO63;43.9185;61.4185;256915;52;14-mar-03;15:00:19;32.39;2.291;4.6657;7.42921636363636;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_63;MFD_SETNO63;43.9185;61.4185;256917;NaN;14-mar-03;15:00:19;32.326;1.978;4.6027;6.86639694214876;1;32.326;1;8.286;3;16;NaN;NaN
NED2003003_64;MFD_SETNO64;43.9435;61.1835;256922;25;14-mar-03;17:17:10;32.265;1.948;4.5828;7.99203578512397;1;32.261;1;8.3305;7;256;NaN;NaN
NED2003003_64;MFD_SETNO64;43.9435;61.1835;256921;50;14-mar-03;17:17:10;32.265;1.943;4.668;NaN;9;NaN;9;NaN;9;0;NaN;NaN
NED2003003_64;MFD_SETNO64;43.9435;61.1835;256919;58;14-mar-03;17:17:10;32.264;1.941;4.7401;7.76690801652893;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_65;MFD_SETNO65;44.025;60.856167;256925;5;14-mar-03;20:12:44;31.998;0.655;4.6268;2.95837723140496;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_65;MFD_SETNO65;44.025;60.856167;256924;25;14-mar-03;20:12:44;32.057;0.922;4.651;2.20987214876033;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_65;MFD_SETNO65;44.025;60.856167;256923;37;14-mar-03;20:12:44;32.119;1.179;4.5937;2.01383510330579;1;32.123;1;8.2835;7;256;NaN;NaN
NED2003003_65;MFD_SETNO65;43.769667;61.059;256926;49;14-mar-03;22:48:39;31.883;-0.502;4.806;1.58611791322314;1;31.887;1;8.646;7;256;NaN;NaN
NED2003003_66;MFD_SETNO66;43.769667;61.059;256929;5;14-mar-03;22:48:39;31.883;-0.51;4.6626;1.65740411157025;1;31.881;1;8.684;7;256;NaN;NaN
NED2003003_66;MFD_SETNO66;43.769667;61.059;256927;25;14-mar-03;22:48:39;31.882;-0.499;4.7789;1.56829636363636;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_68;MFD_SETNO68;43.717167;60.879667;256932;5;15-mar-03;01:36:39;32.223;1.56;4.7644;13.5059127272727;1;32.224;1;8.4415;7;256;NaN;NaN
NED2003003_68;MFD_SETNO68;43.717167;60.879667;256931;25;15-mar-03;01:36:39;32.22;1.565;4.8598;13.5059127272727;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_68;MFD_SETNO68;43.717167;60.879667;256930;43;15-mar-03;01:36:39;32.219;1.571;4.8862;11.8688323966942;1;32.217;1;8.404;7;256;NaN;NaN
NED2003003_71;MFD_SETNO71;43.732;59.717;256935;5;15-mar-03;21:54:36;31.798;-1.434;4.6155;0.499277355371901;1;31.792;1;8.3725;7;256;NaN;NaN
NED2003003_71;MFD_SETNO71;43.732;59.717;256934;25;15-mar-03;21:54:36;31.798;-1.444;4.7265;0.499277355371901;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_71;MFD_SETNO71;43.732;59.717;256933;72;15-mar-03;21:54:36;31.86;-0.852;4.7858;0.478474132231405;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_72;MFD_SETNO72;43.591833;59.744833;256939;5;15-mar-03;23:38:05;34.97;7.079;3.0226;0.168434876033058;1;34.955;7;4.2585;7;768;NaN;NaN
NED2003003_72;MFD_SETNO72;43.591833;59.744833;256938;25;15-mar-03;23:38:05;32.197;-0.165;4.9302;4.67140119834711;1;32.201;7;8.5475;7;768;NaN;NaN
NED2003003_72;MFD_SETNO72;43.591833;59.744833;256937;50;15-mar-03;23:38:05;32.198;-0.158;4.9684;5.12165673553719;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_72;MFD_SETNO72;43.591833;59.744833;256936;314;15-mar-03;23:38:05;32.337;0.1;4.8665;1.60393946280992;1;32.317;1;8.168;3;16;NaN;NaN
NED2003003_73;MFD_SETNO73;43.5635;59.987833;256943;5;16-mar-03;06:52:02;34.382;7.09;3.7145;0.152362148760331;1;34.387;7;5.294;7;768;NaN;NaN
NED2003003_73;MFD_SETNO73;43.5635;59.987833;256942;25;16-mar-03;06:52:02;32.32;-0.361;4.841;4.44627342975207;1;32.316;7;8.5195;7;768;NaN;NaN
NED2003003_73;MFD_SETNO73;43.5635;59.987833;256941;50;16-mar-03;06:52:02;32.321;-0.357;4.8859;4.27742760330579;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_73;MFD_SETNO73;43.5635;59.987833;256940;185;16-mar-03;06:52:02;32.523;-0.22;4.8897;2.87037904958678;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_74;MFD_SETNO74;43.468833;60.131833;256947;5;16-mar-03;09:10:41;34.821;7.998;3.3517;0.0442913223140496;1;34.814;7;4.378;7;768;NaN;NaN
NED2003003_74;MFD_SETNO74;43.468833;60.131833;256946;25;16-mar-03;09:10:41;32.223;-0.185;4.5896;8.21716355371901;1;32.214;7;8.7395;7;768;NaN;NaN
NED2003003_74;MFD_SETNO74;43.468833;60.131833;256945;50;16-mar-03;09:10:41;32.227;-0.172;4.7663;8.89254685950413;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_74;MFD_SETNO74;43.468833;60.131833;256944;235;16-mar-03;09:10:41;32.35;-0.007;4.7635;NaN;9;NaN;9;NaN;9;0;NaN;NaN
NED2003003_75;MFD_SETNO75;43.4665;60.251167;256951;5;16-mar-03;11:03:46;34.403;7.51;3.9658;0.154133801652893;1;34.388;1;5.2165;7;256;NaN;NaN
NED2003003_75;MFD_SETNO75;43.4665;60.251167;256950;25;16-mar-03;11:03:46;32.32;-0.203;4.8715;NaN;9;NaN;9;NaN;9;0;NaN;NaN
NED2003003_75;MFD_SETNO75;43.4665;60.251167;256949;50;16-mar-03;11:03:46;32.323;-0.198;5.0411;4.95281090909091;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_75;MFD_SETNO75;43.4665;60.251167;256948;152;16-mar-03;11:03:46;32.606;0.879;5.0796;NaN;9;NaN;9;NaN;9;0;NaN;NaN
NED2003003_76;MFD_SETNO76;43.695667;60.002333;256954;5;16-mar-03;13:52:03;32.214;-0.224;5.0282;11.501132231405;1;32.217;1;8.703;7;256;NaN;NaN
NED2003003_76;MFD_SETNO76;43.695667;60.002333;256953;25;16-mar-03;13:52:03;32.218;-0.224;5.0784;9.00511074380165;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_76;MFD_SETNO76;43.695667;60.002333;256952;64;16-mar-03;13:52:03;32.336;-0.253;5.05;6.810115;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_77;MFD_SETNO77;43.725333;60.101167;256957;5;16-mar-03;15:21:04;32.117;-0.159;4.9098;13.3012776859504;1;32.121;1;8.775;7;256;NaN;NaN
NED2003003_77;MFD_SETNO77;43.725333;60.101167;256956;25;16-mar-03;15:21:04;32.121;-0.183;4.9847;14.1198178512397;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_77;MFD_SETNO77;43.725333;60.101167;256955;56;16-mar-03;15:21:04;32.296;0.273;4.8505;3.43319847107438;1;32.293;1;8.125;7;256;NaN;NaN
NED2003003_78;MFD_SETNO78;43.836;60.005667;256960;5;16-mar-03;16:50:18;32.038;-0.214;4.818;13.3012776859504;1;32.025;1;8.9105;7;256;NaN;NaN
NED2003003_78;MFD_SETNO78;43.836;60.005667;256959;25;16-mar-03;16:50:18;32.039;-0.258;4.9577;13.710547768595;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_78;MFD_SETNO78;43.836;60.005667;256958;45;16-mar-03;16:50:18;32.126;-0.011;4.8609;3.5457623553719;1;32.126;1;8.292;7;256;NaN;NaN
NED2003003_79;MFD_SETNO79;43.81;60.527167;256963;5;16-mar-03;19:46:54;31.963;-0.263;4.902;21.0774092561983;1;31.969;1;8.937;7;256;NaN;NaN
NED2003003_79;MFD_SETNO79;43.81;60.527167;256962;25;16-mar-03;19:46:54;31.966;-0.343;5.0705;22.7144895867769;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_79;MFD_SETNO79;43.81;60.527167;256961;48;16-mar-03;19:46:54;31.965;-0.379;5.1353;22.9191246280992;1;31.966;1;8.897;7;256;NaN;NaN
NED2003003_80;MFD_SETNO80;43.673667;60.637333;256966;5;16-mar-03;21:16:17;31.764;-1.557;4.7114;0.43319652892562;1;31.758;1;8.5365;7;256;NaN;NaN
NED2003003_80;MFD_SETNO80;43.673667;60.637333;256965;25;16-mar-03;21:16:17;31.764;-1.57;4.7866;0.431972809917355;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_80;MFD_SETNO80;43.673667;60.637333;256964;60;16-mar-03;21:16:17;31.786;-1.385;4.821;0.398932396694215;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_81;MFD_SETNO81;43.555667;60.7595;256969;5;16-mar-03;23:18:58;32.041;0.614;5.0351;14.1198178512397;1;32.045;1;8.9075;7;256;NaN;NaN
NED2003003_81;MFD_SETNO81;43.555667;60.7595;256968;25;16-mar-03;23:18:58;32.046;0.613;5.0888;13.9151828099174;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_81;MFD_SETNO81;43.555667;60.7595;256967;61;16-mar-03;23:18:58;32.387;1.638;4.6925;1.44354551652893;1;32.385;1;7.626;7;256;NaN;NaN
NED2003003_82;MFD_SETNO82;43.561833;60.473167;256972;5;17-mar-03;01:09:02;31.996;0.215;5.011;19.2356938842975;1;31.998;1;9.1375;7;256;NaN;NaN
NED2003003_82;MFD_SETNO82;43.561833;60.473167;256971;25;17-mar-03;01:09:02;31.996;0.22;5.1571;16.1661682644628;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_82;MFD_SETNO82;43.561833;60.473167;256970;68;17-mar-03;01:09:02;32.494;1.612;4.818;5.74075809917355;1;32.503;1;7.722;7;256;NaN;NaN
NED2003003_83;MFD_SETNO83;43.378333;60.643333;256976;1;17-mar-03;03:18:34;34.873;8.885;3.619;0.102755867768595;1;34.864;7;4.403;1;512;NaN;NaN
NED2003003_83;MFD_SETNO83;43.378333;60.643333;256975;25;17-mar-03;03:18:34;32.074;-0.104;4.9173;17.598613553719;1;32.077;7;9.0565;7;768;NaN;NaN
NED2003003_83;MFD_SETNO83;43.378333;60.643333;256974;50;17-mar-03;03:18:34;32.083;-0.095;5.1155;17.1893434710744;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_83;MFD_SETNO83;43.378333;60.643333;256973;167;17-mar-03;03:18:34;32.479;1.01;4.7729;1.14057917355372;1;32.473;1;7.928;7;256;NaN;NaN
NED2003003_84;MFD_SETNO84;43.475833;60.844667;256980;5;17-mar-03;05:23:27;32.621;1.898;4.6754;0.855434380165289;1;32.622;1;7.549;7;256;NaN;NaN
NED2003003_84;MFD_SETNO84;43.475833;60.844667;256979;25;17-mar-03;05:23:27;32.242;-0.083;4.9797;13.5059127272727;1;32.235;1;9.039;7;256;NaN;NaN
NED2003003_84;MFD_SETNO84;43.475833;60.844667;256978;50;17-mar-03;05:23:27;32.273;-0.01;5.0897;14.324452892562;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_84;MFD_SETNO84;43.475833;60.844667;256977;72;17-mar-03;05:23:27;32.379;0.151;5.0471;8.21716355371901;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_85;MFD_SETNO85;43.526333;60.987333;256983;5;17-mar-03;06:39:43;32.051;0.134;4.8884;NaN;9;NaN;9;NaN;9;0;NaN;NaN
NED2003003_85;MFD_SETNO85;43.526333;60.987333;256982;25;17-mar-03;06:39:43;32.052;0.138;5.078;13.9151828099174;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_85;MFD_SETNO85;43.526333;60.987333;256981;70;17-mar-03;06:39:43;32.521;1.559;4.8551;1.28315157024793;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_86;MFD_SETNO86;43.6175;60.986;256986;5;17-mar-03;08:20:32;32.061;0.793;5.0257;12.6873725619835;1;32.062;1;8.7955;7;256;NaN;NaN
NED2003003_86;MFD_SETNO86;43.6175;60.986;256985;25;17-mar-03;08:20:32;32.062;0.799;5.1715;12.6873725619835;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_86;MFD_SETNO86;43.6175;60.986;256984;61;17-mar-03;08:20:32;32.233;1.632;5.1973;12.2781024793388;1;32.233;1;8.543;7;256;NaN;NaN
NED2003003_87;MFD_SETNO87;43.568;61.176;256989;5;17-mar-03;09:44:15;32.082;0.891;4.997;13.9151828099174;1;32.086;1;8.5515;7;256;NaN;NaN
NED2003003_87;MFD_SETNO87;43.568;61.176;256988;25;17-mar-03;09:44:15;32.098;0.957;5.1496;14.7337229752066;1;NaN;9;NaN;9;0;NaN;NaN
NED2003003_87;MFD_SETNO87;43.568;61.176;256987;59;17-mar-03;09:44:15;32.206;1.621;5.1416;13.5059127272727;1;32.213;1;8.189;7;256;NaN;NaN
